SHARES,0x0a6e023aCEe5AF48281656A7E7F239F9EC915a49,0xebB82c932759B515B2efc1CfBB6BF2F6dbaCe404,eth,https://www.dextools.io/resources/tokens/logos/ether/0xebb82c932759b515b2efc1cfbb6bf2f6dbace404.jpg?1692568671180
wstETH,0x3411750e857BDee397438Db914ae68F6D9a048c9,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,eth,N/A
BABYSHIA,0xE41947F0a7715176C7A67195Ea1Db7A01e95b3Aa,0x846422103b109EFbE7DD15F541c3dfc838FC1848,eth,https://www.dextools.io/resources/tokens/logos/ether/0x846422103b109efbe7dd15f541c3dfc838fc1848.jpeg?1693251128526
X7104,0x16a1ec3534e8f9705091EfcE70d65D343bfDa91e,0x7104D1f179Cc9cc7fb5c79Be6Da846E3FBC4C105,eth,N/A
SHEPE,0xe0A591d31115A1612bDaBD742Ad2A6227EEA1FD9,0x0b0a8c7C34374C1d0C649917a97EeE6c6c929B1b,eth,https://www.dextools.io/resources/tokens/logos/ether/0x0b0a8c7c34374c1d0c649917a97eee6c6c929b1b.jpg?1693354393254
DAWGS,0xa0837410D2BBa6d5102E022853ECe09E52aF7701,0x64A77277e37D44957FE5815d6FF442ab8b16cC29,eth,N/A
X7102,0xe9A1842DCCb7B17B8906721379931539e49ef2Dc,0x7102DC82EF61bfB0410B1b1bF8EA74575bf0A105,eth,N/A
BULL,0xe375e254908931D136Ab2BB0364aD6c9D951a717,0xD1d92f1c5524d93ceD7Bf6F418c8bf8abf68aC66,eth,N/A
POG,0x7aC2D44eE88F045320D3658981Bb379778A68330,0x0a693a301215aad39D83A32A5b5279f2D238851b,eth,N/A
PARROT,0xCcF3774F9643d934d97d582319fa95BbE0FEdc68,0x3a6dC7EeFef660be5C254C8AA1b710202151E345,eth,N/A
CICADA,0xf4Cf440a9425caFDcb664b5F4Cf149371E95d42B,0x6488A4819b1F459d9BfA6526d41bB570CAA7DF98,eth,N/A
FINE,0x1A4c8AE25F0E957126382E573153A9580208A37E,0xDC03BEF2f076FB5985D0EFa46ed011461D6edfF0,eth,N/A
RFKC,0xF0d418F0eDedd933092382CcDba975daa21a9bBd,0x6a1d3d36E1BE3da88A2268Ebeb1A055758bDd9a9,eth,N/A
Pekkle,0x2c5158728a17C23D8568D520963Ceca21275aAae,0xbee78256791314B1c8049ba8921FC9005DF2568C,eth,N/A
thumper,0x1fdCd1B25Ddb8D586e0D7Dc1DF8F5BbFA46A361A,0xF37D26aeB99eE4cDa8FBCd9B0CF778ae494A57D1,eth,N/A
D三G三N,0x8f287dDa4514A4a5E0F9B24a83fEE9C389202CC2,0xCa7013bA4Bf76bCdc3ffC71735896682644f47C2,eth,N/A
LINQ,0x58cD573B13946656f19e0dEBEc3Be87240631651,0x3e34eabF5858a126cb583107E643080cEE20cA64,eth,N/A
yama,0xB87c175c6a0Cc1aEE3639402B232E06784638074,0x66A3A58F812d0f433DaaF1D96E14fD72D1D03D67,eth,N/A
DORKL,0x286d21E0e6dEc06416393147f8DE0bFd267ccAF9,0x94Be6962be41377d5BedA8dFe1b100F3BF0eaCf3,eth,N/A
Boost,0x1C74562Da74d966b2461B3b475D8FEaBA76cD3c8,0x302CAe5dcf8f051d0177043C3438020b89b33218,eth,N/A
XTH,0x801Aa39461851B66803f2fC90e20FdadC645f4a9,0xa9FF382cFF338395D54acd419bF93D3D705179cf,eth,N/A
ARDVRK,0x1B300bb870c71C65B62683D05C6bf8C5F6988f2f,0xD0E94BF2466979B81d738c34058d4a6559c4D8BE,eth,N/A
BLUI,0x9D428F8a7087Eb1Cef02FFb77950B68ff45A8349,0xe0c99ED6950ccb38347154aBD06E10eBa5A1f89a,eth,N/A
FOOM,0xc7193CeD2363fa1D2cF1adBf90557e82124De12F,0xd0D56273290D339aaF1417D9bfa1bb8cFe8A0933,eth,N/A
$𝖋𝖚𝖈𝖐𝖙𝖔𝖇𝖊𝖗,0xcC356225aAa39d2e1270D3fC31ce3fAF4d923c2e,0x599Bb2682A16B24B0F8e27cc549f66A9981bc6fD,eth,N/A
MILK,0x1cCA7833DFEBd262fB6b4A04Ce90e15994883e27,0xB5cE8dBf1b6C59d09f3468CC509a5cEdcB4248F6,eth,N/A
DORKK,0x41C1724ba21f37533Ac96d44d7532993D6265aBf,0xA73d0442Aa804659cf09f912798f6409C80fb695,eth,N/A
MONEY,0xcedDc9F7d8249ec734edE5E90817bdfd8D1260d4,0x8AcC88ce0f700167ce47944e8F2A8EDD00ee7C98,eth,N/A
NHI,0x06B79Cc72559cD08Ee47Fc1eb2e5168535E27964,0x1BEf0D587Dde09d4cee9b13d4d38b5bEc57A1397,eth,N/A
2049,0xa2f1e1557d69E7edafDDa570b346aB0B8D6BB218,0xc951F7d453f72B9da413732952659a71bc883620,eth,N/A
LEGEND SHIT,0x003b1967F7DB0b5395f52039Dd0C3dC2Bb85Fee8,0xA500b88A6559D074b2198E528c33ADF850108A28,eth,N/A
PNDC,0x7Aea467E10E2871cD82f620Cc1D51B3e284840C1,0x423f4e6138E475D85CF7Ea071AC92097Ed631eea,eth,N/A
